# Weather station Albury (airport), Australia, WMO_ID=95896,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95896&lang=en
#
"Local time in Albury (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.02.2019 06:00";"19.4";"741.5";"755.5";"0.1";"56";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"18.02.2019 05:00";"19.3";"741.4";"755.4";"-0.2";"56";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.3";"";"";"";"";"";"";
"18.02.2019 03:00";"18.4";"741.4";"755.5";"-0.6";"53";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"18.02.2019 02:00";"19.9";"741.6";"755.6";"-0.2";"51";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"18.02.2019 00:00";"22.1";"742.0";"756.1";"-0.3";"43";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.02.2019 23:00";"21.8";"741.8";"755.9";"0.1";"39";"Calm, no wind";"0";"";"";"";" ";"";"";"";"36.9";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"17.02.2019 21:00";"24.7";"742.3";"756.4";"1.0";"32";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"17.02.2019 20:00";"27.8";"741.7";"755.8";"0.3";"27";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"17.02.2019 18:00";"33.6";"741.3";"755.3";"-0.8";"15";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"17.02.2019 17:00";"34.9";"741.4";"755.5";"-1.5";"13";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"17.02.2019 15:00";"35.9";"742.1";"756.2";"-1.9";"13";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"17.02.2019 14:00";"35.1";"742.9";"757.0";"-1.8";"14";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"No precipitation";"6";"";"";"";"";
"17.02.2019 12:00";"33.0";"744.0";"758.1";"-1.4";"18";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"17.02.2019 11:00";"32.7";"744.7";"758.8";"-0.9";"23";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.02.2019 09:00";"25.0";"745.4";"759.5";"0.1";"48";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"17.02.2019 08:00";"22.5";"745.6";"759.7";"0.9";"52";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"24";"";"";"";"";
"17.02.2019 06:00";"15.3";"745.3";"759.4";"0.5";"72";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"17.02.2019 05:00";"16.0";"744.7";"758.8";"-0.1";"70";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"17.02.2019 03:00";"17.7";"744.8";"758.9";"-0.7";"61";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"17.02.2019 02:00";"18.3";"744.8";"758.9";"-0.8";"57";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"17.02.2019 00:00";"20.4";"745.5";"759.6";"-0.2";"49";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"16.02.2019 23:00";"20.5";"745.6";"759.7";"-0.1";"52";"Calm, no wind";"0";"";"";"";" ";"";"";"";"33.5";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"16.02.2019 21:00";"23.7";"745.7";"759.9";"0.1";"42";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"16.02.2019 20:00";"26.9";"745.7";"759.9";"0.0";"30";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"6";"";"";"";"";
"16.02.2019 18:00";"32.0";"745.6";"759.7";"-0.9";"20";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"16.02.2019 17:00";"32.3";"745.7";"759.9";"-1.7";"20";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"16.02.2019 15:00";"32.9";"746.5";"760.7";"-2.1";"21";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"16.02.2019 14:00";"30.7";"747.4";"761.5";"-1.8";"21";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"No precipitation";"6";"";"";"";"";
"16.02.2019 12:00";"29.6";"748.6";"762.8";"-1.2";"22";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"16.02.2019 11:00";"28.7";"749.2";"763.4";"-0.9";"24";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"15.5";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"16.02.2019 09:00";"24.8";"749.8";"764.1";"0.1";"43";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"16.02.2019 08:00";"20.5";"750.1";"764.3";"0.7";"61";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"No precipitation";"24";"";"";"";"";
"16.02.2019 06:00";"15.6";"749.7";"763.9";"0.5";"72";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"16.02.2019 05:00";"16.1";"749.4";"763.6";"0.3";"72";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"16.02.2019 03:00";"17.3";"749.2";"763.3";"0.0";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"16.02.2019 02:00";"17.8";"749.1";"763.3";"-0.1";"64";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"16.02.2019 00:00";"20.1";"749.2";"763.4";"0.1";"53";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"15.02.2019 23:00";"22.1";"749.2";"763.4";"0.4";"45";"Calm, no wind";"0";"";"";"";" ";"";"";"";"32.6";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"15.02.2019 21:00";"24.7";"749.1";"763.3";"0.8";"38";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"15.02.2019 20:00";"26.4";"748.8";"763.0";"0.2";"34";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"15.02.2019 18:00";"31.3";"748.3";"762.4";"-1.1";"23";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"15.02.2019 17:00";"31.4";"748.6";"762.7";"-1.3";"22";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"15.02.2019 15:00";"31.4";"749.4";"763.6";"-2.0";"24";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"15.02.2019 14:00";"31.5";"749.9";"764.2";"-2.3";"26";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"15.02.2019 12:00";"28.9";"751.4";"765.7";"-1.3";"29";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"15.02.2019 11:00";"27.8";"752.2";"766.4";"-0.3";"31";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"12.1";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"15.02.2019 09:00";"22.2";"752.7";"766.9";"1.2";"45";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"15.02.2019 08:00";"18.9";"752.5";"766.8";"1.5";"55";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"No precipitation";"24";"";"";"";"";
"15.02.2019 06:00";"13.0";"751.5";"765.7";"1.1";"71";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"15.02.2019 05:00";"14.3";"751.0";"765.2";"0.8";"67";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"15.02.2019 03:00";"14.4";"750.4";"764.6";"0.0";"64";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"15.02.2019 02:00";"15.7";"750.2";"764.5";"0.0";"58";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"No precipitation";"6";"";"";"";"";
"15.02.2019 00:00";"16.1";"750.4";"764.6";"0.4";"51";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"14.02.2019 23:00";"16.3";"750.2";"764.5";"0.7";"54";"Calm, no wind";"0";"";"";"";" ";"";"";"";"27.9";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"14.02.2019 21:00";"20.3";"750.0";"764.2";"1.5";"33";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"14.02.2019 20:00";"21.4";"749.5";"763.6";"1.2";"29";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"No precipitation";"6";"";"";"";"";
"14.02.2019 18:00";"26.7";"748.5";"762.7";"-0.2";"21";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"14.02.2019 17:00";"27.5";"748.3";"762.4";"-0.9";"21";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"14.02.2019 15:00";"26.6";"748.7";"762.9";"-1.1";"20";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"14.02.2019 14:00";"25.6";"749.2";"763.3";"-1.1";"20";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"No precipitation";"6";"";"";"";"";
"14.02.2019 12:00";"23.2";"749.8";"764.0";"-0.8";"26";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"14.02.2019 11:00";"21.9";"750.3";"764.5";"-0.1";"30";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"8.0";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"14.02.2019 09:00";"17.4";"750.6";"764.8";"1.4";"45";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"14.02.2019 08:00";"14.7";"750.4";"764.7";"1.9";"53";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"No precipitation";"24";"";"";"";"";
"14.02.2019 06:00";"8.8";"749.2";"763.4";"1.4";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"14.02.2019 05:00";"9.3";"748.5";"762.7";"1.1";"71";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"14.02.2019 03:00";"10.2";"747.8";"762.0";"0.5";"65";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"14.02.2019 02:00";"11.3";"747.4";"761.6";"0.3";"57";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"14.02.2019 00:00";"12.7";"747.3";"761.5";"0.5";"51";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"13.02.2019 23:00";"13.7";"747.1";"761.3";"1.0";"44";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"22.6";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"13.02.2019 21:00";"15.6";"746.8";"761.0";"2.1";"37";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"13.02.2019 20:00";"17.4";"746.1";"760.3";"2.0";"31";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"No precipitation";"6";"";"";"";"";
"13.02.2019 18:00";"20.8";"744.7";"758.8";"0.9";"24";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"13.02.2019 17:00";"21.4";"744.1";"758.2";"0.1";"23";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"13.02.2019 15:00";"22.0";"743.8";"757.9";"-0.2";"24";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"13.02.2019 14:00";"21.3";"744.0";"758.1";"-0.1";"27";"Wind blowing from the south-southwest";"5";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"1.6";"No precipitation";"6";"";"";"";"";
"13.02.2019 12:00";"19.8";"744.0";"758.1";"0.5";"32";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"13.02.2019 11:00";"17.8";"744.1";"758.2";"0.9";"36";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"8.7";"";"";"";"1500-2000";"";"";"";"2.5";"";"";"";"";"";"";
"13.02.2019 09:00";"15.3";"743.5";"757.6";"1.8";"46";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"13.02.2019 08:00";"13.6";"743.2";"757.3";"2.3";"53";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"0.8";"24";"";"";"";"";
"13.02.2019 06:00";"9.4";"741.7";"755.7";"1.8";"74";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"13.02.2019 05:00";"10.1";"740.9";"754.9";"1.3";"69";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"13.02.2019 03:00";"10.8";"739.9";"753.9";"0.9";"76";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"13.02.2019 02:00";"11.4";"739.6";"753.6";"1.1";"71";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"No precipitation";"6";"";"";"";"";
"13.02.2019 00:00";"12.7";"739.0";"753.0";"1.4";"66";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"12.02.2019 23:00";"13.9";"738.5";"752.5";"1.4";"61";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"29.7";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"12.02.2019 21:00";"15.8";"737.6";"751.6";"1.6";"61";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.02.2019 20:00";"16.1";"737.1";"751.0";"1.9";"73";"Wind blowing from the west-northwest";"2";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.3";"0.8";"6";"";"";"";"";
"12.02.2019 18:00";"16.3";"736.0";"750.0";"2.9";"81";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"12.02.2019 17:00";"18.6";"735.2";"749.2";"2.3";"66";"Wind blowing from the west-southwest";"10";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.1";"";"";"";"";"";"";
"12.02.2019 15:00";"25.7";"733.1";"747.0";"-0.2";"38";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"12.02.2019 14:00";"27.1";"732.9";"746.8";"-1.0";"29";"Wind blowing from the west-northwest";"10";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.5";"No precipitation";"6";"";"";"";"";
"12.02.2019 12:00";"27.6";"733.3";"747.2";"-1.0";"32";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"12.02.2019 11:00";"26.8";"733.9";"747.8";"-0.6";"36";"Wind blowing from the west-northwest";"9";"";"";"10%  or less, but not 0";" ";"";"";"14.5";"";"";"";"1500-2000";"";"";"";"10.5";"";"";"";"";"";"";
"12.02.2019 09:00";"23.7";"734.3";"748.3";"0.4";"45";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"12.02.2019 08:00";"22.3";"734.5";"748.5";"0.3";"47";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"24";"";"";"";"";
"12.02.2019 06:00";"19.1";"733.9";"747.9";"-0.3";"49";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"12.02.2019 05:00";"17.3";"734.2";"748.1";"-0.3";"61";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.02.2019 03:00";"16.5";"734.2";"748.1";"-1.5";"63";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"12.02.2019 02:00";"20.3";"734.5";"748.5";"-1.5";"44";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"No precipitation";"6";"";"";"";"";
"12.02.2019 00:00";"22.5";"735.7";"749.7";"-0.7";"39";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"11.02.2019 23:00";"23.1";"736.0";"750.0";"-0.1";"37";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"30.9";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"11.02.2019 21:00";"24.3";"736.4";"750.4";"0.6";"34";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"11.02.2019 20:00";"25.4";"736.1";"750.1";"0.1";"32";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"No precipitation";"6";"";"";"";"";
"11.02.2019 18:00";"29.1";"735.8";"749.8";"-1.1";"24";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"11.02.2019 17:00";"29.7";"736.0";"750.0";"-1.7";"23";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"11.02.2019 15:00";"29.9";"736.9";"750.9";"-2.4";"25";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"11.02.2019 14:00";"29.3";"737.7";"751.6";"-2.5";"25";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"No precipitation";"6";"";"";"";"";
"11.02.2019 12:00";"27.0";"739.3";"753.3";"-1.8";"30";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"11.02.2019 11:00";"25.6";"740.2";"754.2";"-1.1";"29";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"12.6";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"11.02.2019 09:00";"20.8";"741.1";"755.1";"0.3";"54";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"11.02.2019 08:00";"18.3";"741.3";"755.3";"0.8";"66";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"0.2";"24";"";"";"";"";
"11.02.2019 06:00";"13.3";"740.8";"754.9";"0.1";"85";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"11.02.2019 05:00";"13.4";"740.5";"754.6";"-0.4";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"11.02.2019 03:00";"14.5";"740.7";"754.7";"-0.5";"77";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"11.02.2019 02:00";"14.4";"740.9";"754.9";"-0.5";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"11.02.2019 00:00";"16.0";"741.2";"755.2";"-0.3";"73";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"10.02.2019 23:00";"16.5";"741.4";"755.4";"0.2";"70";"Calm, no wind";"0";"";"";"";" ";"";"";"";"26.4";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"10.02.2019 21:00";"19.0";"741.5";"755.5";"0.9";"46";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"10.02.2019 20:00";"21.6";"741.2";"755.2";"0.6";"39";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"10.02.2019 18:00";"25.4";"740.6";"754.6";"-0.8";"32";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"10.02.2019 17:00";"25.9";"740.6";"754.6";"-1.4";"32";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"10.02.2019 15:00";"24.5";"741.4";"755.4";"-1.7";"29";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"10.02.2019 14:00";"24.4";"742.0";"756.1";"-1.8";"30";"Wind blowing from the west";"5";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"5.7";"0.2";"6";"";"";"";"";
"10.02.2019 12:00";"21.3";"743.1";"757.2";"-0.9";"34";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"10.02.2019 11:00";"19.6";"743.8";"757.9";"0.0";"44";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"Precipitation";"8.8";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"10.02.2019 09:00";"16.5";"744.0";"758.1";"1.2";"51";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"10.02.2019 08:00";"14.4";"743.8";"757.9";"1.7";"61";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"1.0";"24";"";"";"";"";
"10.02.2019 06:00";"8.9";"742.8";"756.9";"1.1";"82";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"10.02.2019 05:00";"9.7";"742.1";"756.2";"0.7";"79";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"10.02.2019 03:00";"11.1";"741.7";"755.7";"0.0";"70";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"10.02.2019 02:00";"12.0";"741.4";"755.5";"-0.3";"67";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"No precipitation";"6";"";"";"";"";
"10.02.2019 00:00";"14.3";"741.7";"755.7";"0.6";"52";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"09.02.2019 23:00";"15.0";"741.7";"755.7";"1.6";"49";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"22.7";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"09.02.2019 21:00";"16.4";"741.1";"755.2";"2.9";"43";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
