# Weather station Launceston (airport), Australia, WMO_ID=95966,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95966&lang=en
#
"Local time in Launceston (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.02.2019 10:00";"13.1";"729.2";"743.7";"1.3";"90";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"09.02.2019 09:00";"11.9";"729.1";"743.5";"0.5";"90";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"09.02.2019 08:00";"11.6";"728.7";"743.2";"-0.3";"89";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, moderate. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"9.9";"13.0";"24";"";"";"";"";
"09.02.2019 07:00";"12.6";"727.9";"742.3";"-2.2";"96";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.02.2019 06:00";"11.8";"728.6";"743.1";"-2.4";"95";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"09.02.2019 05:00";"10.9";"729.0";"743.5";"-2.9";"93";"Wind blowing from the north";"7";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"100-200";"";"";"7.0";"9.8";"";"";"";"";"";"";
"09.02.2019 04:00";"11.1";"730.1";"744.6";"-2.8";"88";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"09.02.2019 03:00";"10.6";"731.0";"745.5";"-2.6";"91";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"09.02.2019 02:00";"11.2";"731.9";"746.4";"-2.0";"87";"Wind blowing from the north-northwest";"7";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"9.1";"0.2";"6";"";"";"";"";
"09.02.2019 01:00";"12.0";"732.9";"747.4";"-1.5";"76";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"09.02.2019 00:00";"13.2";"733.6";"748.1";"-1.4";"64";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"08.02.2019 23:00";"13.2";"733.9";"748.4";"-0.8";"59";"Wind blowing from the north-northwest";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"24.5";"";"";"1500-2000";"";"";"";"5.4";"";"";"";"";"";"";
"08.02.2019 22:00";"13.9";"734.4";"748.9";"-0.1";"51";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"08.02.2019 21:00";"14.7";"735.0";"749.5";"0.8";"49";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"08.02.2019 20:00";"15.5";"734.7";"749.2";"0.6";"41";"Wind blowing from the west-northwest";"6";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.3";"No precipitation";"6";"";"";"";"";
"08.02.2019 19:00";"16.2";"734.5";"749.1";"0.4";"50";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"08.02.2019 18:00";"19.6";"734.2";"748.7";"-0.1";"33";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"08.02.2019 17:00";"21.0";"734.1";"748.6";"-0.9";"33";"Wind blowing from the west-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"08.02.2019 16:00";"21.5";"734.1";"748.6";"-1.3";"35";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"08.02.2019 15:00";"23.2";"734.3";"748.9";"-1.5";"31";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"08.02.2019 14:00";"22.9";"735.0";"749.5";"-1.2";"34";"Wind blowing from the west-northwest";"8";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.2";"No precipitation";"6";"";"";"";"";
"08.02.2019 13:00";"23.5";"735.4";"749.9";"-0.9";"30";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"08.02.2019 12:00";"22.1";"735.8";"750.4";"-1.0";"32";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"08.02.2019 11:00";"21.3";"736.2";"750.8";"-0.8";"41";"Wind blowing from the north-west";"9";"";"";"100%.";"No significant weather observed. ";"";"";"16.2";"";"";"";"1000-1500";"";"";"";"7.5";"";"";"";"";"";"";
"08.02.2019 10:00";"22.3";"736.3";"751.0";"-0.8";"41";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"08.02.2019 09:00";"21.0";"736.8";"751.4";"-0.4";"50";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"08.02.2019 08:00";"19.0";"737.0";"751.6";"-0.3";"70";"Wind blowing from the north-northwest";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.4";"0.2";"24";"";"";"";"";
"08.02.2019 07:00";"17.2";"737.1";"751.7";"-0.6";"81";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"08.02.2019 06:00";"16.6";"737.2";"751.9";"-0.9";"87";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"08.02.2019 05:00";"16.9";"737.3";"751.9";"-1.1";"86";"Wind blowing from the north-northwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"14.5";"";"";"";"";"";"";
"08.02.2019 04:00";"16.7";"737.7";"752.3";"-1.3";"86";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"08.02.2019 03:00";"17.2";"738.1";"752.7";"-1.2";"87";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"08.02.2019 02:00";"17.2";"738.4";"753.1";"-1.3";"88";"Wind blowing from the north";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"15.2";"No precipitation";"6";"";"";"";"";
"08.02.2019 01:00";"17.5";"739.0";"753.6";"-1.2";"88";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"08.02.2019 00:00";"17.5";"739.3";"754.0";"-0.8";"90";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"07.02.2019 23:00";"18.2";"739.7";"754.4";"-0.3";"87";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"26.9";"";"";"300-600";"";"";"";"16.0";"";"";"";"";"";"";
"07.02.2019 22:00";"18.8";"740.2";"754.9";"0.6";"84";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"07.02.2019 21:00";"18.7";"740.1";"754.8";"0.8";"83";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"07.02.2019 20:00";"19.1";"740.0";"754.7";"0.8";"81";"Wind blowing from the north-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.8";"No precipitation";"6";"";"";"";"";
"07.02.2019 19:00";"20.6";"739.6";"754.2";"0.3";"73";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"07.02.2019 18:00";"23.4";"739.3";"753.9";"-0.3";"63";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"07.02.2019 17:00";"24.9";"739.2";"753.8";"-0.9";"55";"Wind blowing from the north-northwest";"10";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.2";"";"";"";"";"";"";
"07.02.2019 16:00";"25.3";"739.3";"753.9";"-1.3";"54";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"07.02.2019 15:00";"26.0";"739.6";"754.2";"-1.5";"52";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"07.02.2019 14:00";"25.7";"740.1";"754.8";"-1.4";"55";"Wind blowing from the north-northwest";"10";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"16.0";"0.2";"6";"";"";"";"";
"07.02.2019 13:00";"24.8";"740.6";"755.3";"-1.0";"65";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"07.02.2019 12:00";"23.0";"741.1";"755.8";"-0.7";"81";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"";"";"";"";"";"";
"07.02.2019 11:00";"20.7";"741.5";"756.2";"-0.9";"92";"Wind blowing from the north-northwest";"7";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"16.7";"";"";"";"300-600";"";"";"8.0";"19.4";"";"";"";"";"";"";
"07.02.2019 10:00";"21.3";"741.6";"756.3";"-0.8";"85";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"07.02.2019 09:00";"20.9";"741.8";"756.5";"-1.1";"90";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"07.02.2019 08:00";"18.9";"742.4";"757.1";"-0.8";"94";"Wind blowing from the north-northeast";"3";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"17.9";"11.0";"24";"";"";"";"";
"07.02.2019 07:00";"17.7";"742.4";"757.1";"-1.5";"96";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"";"";"";"";"";"";
"07.02.2019 06:00";"17.8";"742.9";"757.6";"-1.9";"96";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"07.02.2019 05:00";"17.2";"743.2";"757.9";"-2.2";"97";"Wind blowing from the south";"4";"";"";"100%.";"Rain (not freezing). ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.7";"";"";"";"";"";"";
"07.02.2019 04:00";"17.0";"743.9";"758.7";"-2.3";"97";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"07.02.2019 03:00";"17.3";"744.8";"759.6";"-2.0";"96";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"07.02.2019 02:00";"17.2";"745.4";"760.2";"-2.1";"96";"Wind blowing from the south";"4";"";"";"100%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.6";"4.0";"6";"";"";"";"";
"07.02.2019 01:00";"16.9";"746.2";"760.9";"-1.9";"95";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"07.02.2019 00:00";"17.2";"746.8";"761.6";"-1.8";"87";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"06.02.2019 23:00";"17.5";"747.5";"762.4";"-1.0";"81";"Wind blowing from the south";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"21.5";"";"";"1000-1500";"";"";"";"14.2";"";"";"";"";"";"";
"06.02.2019 22:00";"17.6";"748.1";"763.0";"-0.7";"78";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"06.02.2019 21:00";"18.5";"748.6";"763.4";"-0.2";"73";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"06.02.2019 20:00";"19.1";"748.5";"763.3";"0.0";"68";"Wind blowing from the east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.1";"No precipitation";"6";"";"";"";"";
"06.02.2019 19:00";"19.3";"748.8";"763.6";"0.5";"63";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"06.02.2019 18:00";"19.4";"748.8";"763.6";"-0.2";"61";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"06.02.2019 17:00";"19.7";"748.5";"763.3";"-1.1";"61";"Wind blowing from the east";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.0";"";"";"";"";"";"";
"06.02.2019 16:00";"20.0";"748.3";"763.2";"-1.9";"60";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"06.02.2019 15:00";"19.7";"749.0";"763.9";"-1.4";"59";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"06.02.2019 14:00";"19.4";"749.6";"764.5";"-1.3";"62";"Wind blowing from the east-northeast";"7";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"06.02.2019 13:00";"18.9";"750.2";"765.1";"-1.0";"65";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"06.02.2019 12:00";"19.7";"750.4";"765.3";"-1.0";"59";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"06.02.2019 11:00";"19.0";"750.9";"765.7";"-0.6";"56";"Wind blowing from the east-northeast";"7";"";"";"100%.";"No significant weather observed. ";"";"";"11.5";"";"";"";"1500-2000";"";"";"";"10.0";"";"";"";"";"";"";
"06.02.2019 10:00";"20.2";"751.2";"766.1";"-0.4";"52";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"06.02.2019 09:00";"18.9";"751.4";"766.3";"-0.1";"55";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"06.02.2019 08:00";"16.7";"751.5";"766.4";"0.3";"67";"Wind blowing from the south-southeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.5";"No precipitation";"24";"";"";"";"";
"06.02.2019 07:00";"14.6";"751.6";"766.5";"0.4";"77";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"06.02.2019 06:00";"12.7";"751.5";"766.4";"0.2";"84";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"06.02.2019 05:00";"12.1";"751.2";"766.1";"-0.4";"89";"Wind blowing from the south";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.3";"";"";"";"";"";"";
"06.02.2019 04:00";"12.0";"751.2";"766.1";"-1.0";"86";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"06.02.2019 03:00";"12.2";"751.3";"766.2";"-0.9";"88";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"06.02.2019 02:00";"12.6";"751.6";"766.6";"-0.7";"86";"Wind blowing from the south";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"06.02.2019 01:00";"12.6";"752.2";"767.1";"-0.5";"84";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"06.02.2019 00:00";"12.9";"752.2";"767.2";"-0.3";"83";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"05.02.2019 23:00";"12.9";"752.3";"767.2";"0.7";"82";"Wind blowing from the south-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"23.4";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"05.02.2019 22:00";"14.0";"752.7";"767.6";"1.4";"76";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"05.02.2019 21:00";"16.1";"752.5";"767.5";"1.8";"67";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.02.2019 20:00";"16.4";"751.6";"766.6";"0.8";"66";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"05.02.2019 19:00";"17.3";"751.3";"766.2";"0.5";"63";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"05.02.2019 18:00";"19.0";"750.7";"765.6";"0.0";"58";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"05.02.2019 17:00";"20.7";"750.8";"765.7";"-0.2";"53";"Wind blowing from the east-northeast";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"10.8";"";"";"";"";"";"";
"05.02.2019 16:00";"22.1";"750.8";"765.7";"-0.5";"46";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"05.02.2019 15:00";"22.6";"750.7";"765.6";"-0.8";"46";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"05.02.2019 14:00";"21.9";"751.0";"765.8";"-0.7";"48";"Wind blowing from the south-southeast";"10";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.4";"No precipitation";"6";"";"";"";"";
"05.02.2019 13:00";"21.0";"751.3";"766.2";"-0.3";"48";"Wind blowing from the south";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"05.02.2019 12:00";"20.6";"751.5";"766.4";"0.1";"52";"Wind blowing from the south";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"05.02.2019 11:00";"19.7";"751.7";"766.6";"0.6";"54";"Wind blowing from the south";"9";"";"";"100%.";"No significant weather observed. ";"";"";"14.4";"";"";"";"1000-1500";"";"";"";"10.1";"";"";"";"";"";"";
"05.02.2019 10:00";"19.8";"751.6";"766.6";"1.2";"56";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"05.02.2019 09:00";"17.9";"751.4";"766.3";"1.4";"62";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"05.02.2019 08:00";"17.0";"751.1";"766.0";"1.8";"71";"Wind blowing from the south-southeast";"9";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.7";"No precipitation";"24";"";"";"";"";
"05.02.2019 07:00";"15.6";"750.4";"765.3";"1.3";"73";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"05.02.2019 06:00";"14.7";"750.0";"764.8";"1.1";"78";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"05.02.2019 05:00";"14.7";"749.3";"764.2";"0.4";"80";"Wind blowing from the south-southeast";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.3";"";"";"";"";"";"";
"05.02.2019 04:00";"15.0";"749.1";"763.9";"0.1";"81";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"05.02.2019 03:00";"15.4";"748.9";"763.7";"-0.2";"81";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"05.02.2019 02:00";"15.4";"748.9";"763.8";"0.0";"82";"Wind blowing from the south";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"05.02.2019 01:00";"15.5";"749.0";"763.9";"0.4";"84";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"05.02.2019 00:00";"16.1";"749.1";"763.9";"1.1";"78";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"04.02.2019 23:00";"16.4";"748.9";"763.7";"1.7";"78";"Wind blowing from the south-southeast";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"28.7";"";"";"600-1000";"";"";"";"12.6";"";"";"";"";"";"";
"04.02.2019 22:00";"16.9";"748.6";"763.4";"2.4";"77";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"04.02.2019 21:00";"17.9";"748.0";"762.9";"2.4";"76";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"04.02.2019 20:00";"20.3";"747.2";"762.0";"2.3";"68";"Wind blowing from the north-west";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"04.02.2019 19:00";"20.3";"746.2";"761.0";"1.8";"68";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"04.02.2019 18:00";"22.0";"745.6";"760.3";"1.2";"61";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"04.02.2019 17:00";"23.6";"744.9";"759.7";"0.6";"56";"Wind blowing from the north-northwest";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"04.02.2019 16:00";"25.3";"744.4";"759.2";"-0.1";"50";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"04.02.2019 15:00";"26.6";"744.4";"759.1";"-0.4";"45";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"04.02.2019 14:00";"27.7";"744.3";"759.1";"-0.9";"40";"Wind blowing from the north-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"12.9";"No precipitation";"6";"";"";"";"";
"04.02.2019 13:00";"27.4";"744.5";"759.3";"-0.8";"33";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
